Timestamp,Temperature,Pressure,Status
01/01/2019 00:00,33.97371322,966.2410863,NormalState
01/01/2019 00:01,28.89388559,992.7740665,NormalState
01/01/2019 00:02,35.1815083,960.379004,FaultyState
01/01/2019 00:03,42.18423885,984.6019235,NormalState
01/01/2019 00:04,28.126773,905.3192667,NormalState
01/01/2019 00:05,28.12690434,1010.664685,NormalState
01/01/2019 00:06,42.63370252,1000.060274,NormalState
01/01/2019 00:07,36.13947783,959.1455684,NormalState
01/01/2019 00:08,26.24420491,1032.962283,NormalState
01/01/2019 00:09,34.34048035,1046.878507,NormalState
01/01/2019 00:10,26.29265846,919.6220068,FaultyState
01/01/2019 00:11,26.27416197,961.8637611,NormalState
01/01/2019 00:12,31.93569817,961.5428825,NormalState
01/01/2019 00:13,14.69375804,953.0048449,NormalState
01/01/2019 00:14,16.20065734,1041.473742,NormalState
01/01/2019 00:15,25.50169977,990.3086931,NormalState
01/01/2019 00:16,21.89735104,986.7742579,NormalState
01/01/2019 00:17,32.51397866,899.8068818,NormalState
01/01/2019 00:18,22.7358074,1031.770902,NormalState
01/01/2019 00:19,18.70157039,938.0370803,NormalState
01/01/2019 00:20,41.72519015,1002.996632,FaultyState
01/01/2019 00:21,28.1937896,1013.868847,NormalState
01/01/2019 00:22,30.54022564,1068.03293,NormalState
01/01/2019 00:23,18.60201451,934.55898,NormalState
01/01/2019 00:24,25.6449382,849.0243922,FaultyState
01/01/2019 00:25,30.88738072,1009.192477,NormalState
01/01/2019 00:26,20.79205138,1090.025559,NormalState
01/01/2019 00:27,33.00558415,1061.947318,NormalState
01/01/2019 00:28,25.19489048,1010.482971,NormalState
01/01/2019 00:29,27.66645,975.4181907,NormalState
01/01/2019 00:30,25.1863471,1040.35613,NormalState
01/01/2019 00:31,44.81822548,951.32269,NormalState
01/01/2019 00:32,29.8920222,1023.817888,NormalState
01/01/2019 00:33,21.53831257,1025.273508,NormalState
01/01/2019 00:34,36.5803593,1053.010495,NormalState
01/01/2019 00:35,20.2332508,1137.983002,NormalState
01/01/2019 00:36,31.67090876,1019.620798,NormalState
01/01/2019 00:37,14.32263901,974.5518187,FaultyState
01/01/2019 00:38,19.37451161,998.7212844,FaultyState
01/01/2019 00:39,31.57488989,911.5462048,FaultyState
01/01/2019 00:40,35.90773264,965.2643434,NormalState
01/01/2019 00:41,31.37094625,979.5358781,NormalState
01/01/2019 00:42,29.07481374,973.7955801,NormalState
01/01/2019 00:43,27.59117044,1007.617744,NormalState
01/01/2019 00:44,18.17182408,958.8790034,NormalState
01/01/2019 00:45,24.24124633,1056.051533,NormalState
01/01/2019 00:46,26.31488983,1000.010353,NormalState
01/01/2019 00:47,38.45697781,999.5349839,NormalState
01/01/2019 00:48,32.74894632,983.6052642,NormalState
01/01/2019 00:49,15.89567876,1007.759534,FaultyState
01/01/2019 00:50,32.59267176,1041.254913,NormalState
01/01/2019 00:51,26.91934176,956.6434892,NormalState
01/01/2019 00:52,24.584624,967.0941755,FaultyState
01/01/2019 00:53,34.89341031,984.8136986,NormalState
01/01/2019 00:54,38.24799618,932.7064538,NormalState
01/01/2019 00:55,37.45024095,959.037107,NormalState
01/01/2019 00:56,23.28625981,976.1889563,NormalState
01/01/2019 00:57,27.52630099,1043.719459,FaultyState
01/01/2019 00:58,32.65010745,1013.128066,NormalState
01/01/2019 00:59,37.80436102,1009.679496,NormalState
01/01/2019 01:00,26.1666061,1042.544898,NormalState
01/01/2019 01:01,28.51472819,993.1314106,NormalState
01/01/2019 01:02,21.14932021,1019.523242,FaultyState
01/01/2019 01:03,20.43034701,994.8389124,NormalState
01/01/2019 01:04,36.50020658,1013.268117,NormalState
01/01/2019 01:05,40.84992023,970.8620671,NormalState
01/01/2019 01:06,29.42391903,878.0591421,NormalState
01/01/2019 01:07,38.02826318,993.2860419,FaultyState
01/01/2019 01:08,32.8930882,1071.137407,NormalState
01/01/2019 01:09,24.83904196,1046.31077,NormalState
01/01/2019 01:10,32.89116484,1048.269874,NormalState
01/01/2019 01:11,42.30429253,1061.806536,NormalState
01/01/2019 01:12,29.71339169,1004.43288,NormalState
01/01/2019 01:13,42.51714925,1009.865785,FaultyState
01/01/2019 01:14,9.042039167,969.1174052,NormalState
01/01/2019 01:15,36.57522004,984.1963572,FaultyState
01/01/2019 01:16,30.69637655,1030.788557,NormalState
01/01/2019 01:17,27.6079412,1060.194222,NormalState
01/01/2019 01:18,30.73408621,993.0276862,NormalState
01/01/2019 01:19,14.09944868,977.4905368,NormalState
01/01/2019 01:20,28.2426249,1000.026398,FaultyState
01/01/2019 01:21,32.85690057,1030.060337,NormalState
01/01/2019 01:22,41.82315236,927.8072592,NormalState
01/01/2019 01:23,25.85383825,885.1909523,NormalState
01/01/2019 01:24,23.53205118,972.4731575,NormalState
01/01/2019 01:25,25.98594365,938.9643787,NormalState
01/01/2019 01:26,37.32321694,974.5929901,NormalState
01/01/2019 01:27,32.63000888,992.6109841,NormalState
01/01/2019 01:28,25.76191837,977.3375795,NormalState
01/01/2019 01:29,34.10613946,1072.623377,NormalState
01/01/2019 01:30,30.77662039,1016.337238,NormalState
01/01/2019 01:31,37.74915992,1015.023718,NormalState
01/01/2019 01:32,24.38357525,1031.110357,NormalState
01/01/2019 01:33,27.37870283,943.0583441,FaultyState
01/01/2019 01:34,26.86313477,1051.955589,NormalState
01/01/2019 01:35,18.29188041,996.2117857,NormalState
01/01/2019 01:36,32.36896222,1033.524031,NormalState
01/01/2019 01:37,32.08844218,946.4071383,NormalState
01/01/2019 01:38,30.04090765,922.3120617,NormalState
01/01/2019 01:39,28.12330293,1040.894483,NormalState
01/01/2019 01:40,18.67703406,1018.820476,NormalState
01/01/2019 01:41,26.63483742,954.8974223,NormalState
01/01/2019 01:42,27.25828387,956.5168459,NormalState
01/01/2019 01:43,23.58178185,1056.271739,FaultyState
01/01/2019 01:44,28.70971431,940.5294054,FaultyState
01/01/2019 01:45,33.23240685,1082.133648,NormalState
01/01/2019 01:46,45.08948721,954.9689633,NormalState
01/01/2019 01:47,31.3966225,1031.919596,FaultyState
01/01/2019 01:48,32.06040313,983.5690762,NormalState
01/01/2019 01:49,29.40443267,1030.159372,FaultyState
01/01/2019 01:50,14.64983028,972.7942999,NormalState
01/01/2019 01:51,29.787889,991.8603547,FaultyState
01/01/2019 01:52,30.48184168,1002.045959,NormalState
01/01/2019 01:53,49.7059369,949.8906272,FaultyState
01/01/2019 01:54,28.46111228,1037.041217,NormalState
01/01/2019 01:55,32.41237874,974.3393217,NormalState
01/01/2019 01:56,29.72230584,988.5700042,FaultyState
01/01/2019 01:57,20.6505757,950.2825313,NormalState
01/01/2019 01:58,39.14258252,871.8833171,NormalState
01/01/2019 01:59,36.01546426,990.4486119,NormalState
01/01/2019 02:00,36.32825558,1120.630771,NormalState
01/01/2019 02:01,22.72490036,1039.230214,FaultyState
01/01/2019 02:02,41.22235449,999.036981,NormalState
01/01/2019 02:03,18.7851915,986.8554585,NormalState
01/01/2019 02:04,34.69485675,1001.123295,NormalState
01/01/2019 02:05,47.52364501,1027.355956,NormalState
01/01/2019 02:06,22.0757094,940.9593592,NormalState
01/01/2019 02:07,25.46961816,1055.716085,NormalState
01/01/2019 02:08,30.79721092,1035.769066,NormalState
01/01/2019 02:09,25.97219477,1035.909286,FaultyState
01/01/2019 02:10,17.59469255,1021.923787,NormalState
01/01/2019 02:11,30.5485038,1000.980833,NormalState
01/01/2019 02:12,21.50157029,1033.643062,FaultyState
01/01/2019 02:13,33.78873945,1029.590707,NormalState
01/01/2019 02:14,22.64460613,982.2979645,FaultyState
01/01/2019 02:15,42.39947524,971.3199114,NormalState
01/01/2019 02:16,23.73397366,1005.092815,FaultyState
01/01/2019 02:17,27.42350787,1077.451008,NormalState
01/01/2019 02:18,36.50813774,938.0446462,FaultyState
01/01/2019 02:19,20.15308547,926.6237367,NormalState
01/01/2019 02:20,31.81967948,1008.238042,NormalState
01/01/2019 02:21,40.45714203,1002.544385,NormalState
01/01/2019 02:22,17.14013412,1008.667083,NormalState
01/01/2019 02:23,31.47707087,1012.19766,NormalState
01/01/2019 02:24,32.07906235,988.8398873,NormalState
01/01/2019 02:25,36.25458297,1074.493172,NormalState
01/01/2019 02:26,20.10439431,919.9548011,NormalState
01/01/2019 02:27,19.4363471,958.5751488,NormalState
01/01/2019 02:28,34.17553252,994.837262,NormalState
01/01/2019 02:29,32.37587739,917.8405594,NormalState
01/01/2019 02:30,32.0039428,991.2072798,NormalState
01/01/2019 02:31,32.77158568,1083.073508,NormalState
01/01/2019 02:32,24.55980223,1001.044324,NormalState
01/01/2019 02:33,31.85802958,1011.535045,NormalState
01/01/2019 02:34,32.34457979,936.9917617,NormalState
01/01/2019 02:35,24.28518866,969.1819296,FaultyState
01/01/2019 02:36,44.92619609,981.240181,NormalState
01/01/2019 02:37,33.79066337,984.1142452,NormalState
01/01/2019 02:38,20.46957202,1064.08219,NormalState
01/01/2019 02:39,35.25242887,1027.884553,NormalState
01/01/2019 02:40,22.20254664,944.4271022,NormalState
01/01/2019 02:41,36.29667683,1012.325239,NormalState
01/01/2019 02:42,39.26876463,1024.911087,NormalState
01/01/2019 02:43,23.43454145,1057.007452,NormalState
01/01/2019 02:44,37.70700903,1079.027034,NormalState
01/01/2019 02:45,33.30224742,949.2452904,NormalState
01/01/2019 02:46,36.57648128,959.4571244,NormalState
01/01/2019 02:47,45.17434386,937.1211071,NormalState
01/01/2019 02:48,28.03689507,988.299007,FaultyState
01/01/2019 02:49,23.97011069,1023.317919,NormalState
01/01/2019 02:50,22.88388456,1049.366726,NormalState
01/01/2019 02:51,23.47351772,996.2024488,FaultyState
01/01/2019 02:52,29.38318632,984.0076238,NormalState
01/01/2019 02:53,32.7292158,1007.5879,NormalState
01/01/2019 02:54,32.21352639,958.2428549,NormalState
01/01/2019 02:55,36.61746599,1104.476936,FaultyState
01/01/2019 02:56,30.10401514,919.6169486,NormalState
01/01/2019 02:57,41.62827262,1009.237029,NormalState
01/01/2019 02:58,27.88274533,1101.180311,NormalState
01/01/2019 02:59,51.76135333,1000.339992,FaultyState
01/01/2019 03:00,35.00533878,990.4980482,NormalState
01/01/2019 03:01,23.14273955,982.1277289,NormalState
01/01/2019 03:02,21.43286002,990.9804159,FaultyState
01/01/2019 03:03,33.85977932,1068.642424,NormalState
01/01/2019 03:04,28.21229772,889.4069044,NormalState
01/01/2019 03:05,35.71200395,1076.671685,NormalState
01/01/2019 03:06,33.785901,928.8021424,NormalState
01/01/2019 03:07,29.4173687,986.6673835,FaultyState
01/01/2019 03:08,23.22565026,978.537779,NormalState
01/01/2019 03:09,17.8812222,1029.427663,FaultyState
01/01/2019 03:10,26.42788038,920.0937824,NormalState
01/01/2019 03:11,36.85119035,1023.108633,NormalState
01/01/2019 03:12,31.71274995,1101.215481,FaultyState
01/01/2019 03:13,20.03408977,931.8412998,NormalState
01/01/2019 03:14,31.38544741,1009.485308,NormalState
01/01/2019 03:15,33.08253904,966.9008911,NormalState
01/01/2019 03:16,22.92914051,1021.29436,FaultyState
01/01/2019 03:17,31.22980085,1000.957389,NormalState
01/01/2019 03:18,30.46566975,967.9256545,NormalState
01/01/2019 03:19,20.85623762,1024.393614,NormalState
01/01/2019 03:20,32.86229888,1090.217405,NormalState
01/01/2019 03:21,34.48627621,990.4548104,NormalState
01/01/2019 03:22,38.66440995,1035.987897,NormalState
01/01/2019 03:23,38.43041642,935.3363521,NormalState
01/01/2019 03:24,18.97864506,952.1781812,NormalState
01/01/2019 03:25,22.49739968,1023.620314,NormalState
01/01/2019 03:26,34.12028214,1074.205801,FaultyState
01/01/2019 03:27,34.11028761,1017.780667,NormalState
01/01/2019 03:28,34.12038149,984.3470985,FaultyState
01/01/2019 03:29,60.82185193,999.9645703,NormalState
01/01/2019 03:30,34.56712409,937.4796133,NormalState
01/01/2019 03:31,39.08452512,1030.225766,FaultyState
01/01/2019 03:32,37.63201411,1044.116653,NormalState
01/01/2019 03:33,35.21113001,977.3954834,NormalState
01/01/2019 03:34,27.47784604,976.4978926,FaultyState
